Timestamp,Component,Data
0.3619951973478224,temperature,81.4528700143893
0.3619951973478224,CoolantValve,CLOSE
0.8007575389192739,pressure,103.20608525460563
0.8007575389192739,EMERGENCY_SHUTDOWN,Activated
0.8007575389192739,pressure,control: 0.801s
0.8007575389192739,DEADLINE_MISS,Pressure control: 0.801s
0.8007575389192739,DEADLINE_MISS,Emergency response: 0.801s
0.9021269210014276,flow_rate,1.0940052929168393
1.3319776785856843,temperature,80.0457553690923
1.3319776785856843,CoolantValve,CLOSE
1.5056497150560346,pressure,100.02197704092038
1.5056497150560346,EMERGENCY_SHUTDOWN,Activated
1.5056497150560346,pressure,control: 0.504s
1.5056497150560346,DEADLINE_MISS,Pressure control: 0.504s
1.5056497150560346,DEADLINE_MISS,Emergency response: 0.504s
1.6876079230259386,flow_rate,0.818875619200231
1.7876079230259387,temperature_error,Packet lost
2.036780756896336,pressure,99.22007846418086
2.036780756896336,pressure,control: 0.249s
2.036780756896336,DEADLINE_MISS,Emergency response: 0.249s
2.2470670936051285,flow_rate,0.9007886307284497
2.7332625785619418,temperature,79.89556759460781
2.7332625785619418,CoolantValve,CLOSE
3.0423985582733826,pressure,104.514107404328
3.0423985582733826,EMERGENCY_SHUTDOWN,Activated
3.0423985582733826,pressure,control: 0.695s
3.0423985582733826,DEADLINE_MISS,Pressure control: 0.695s
3.0423985582733826,DEADLINE_MISS,Emergency response: 0.695s
3.176651173484036,flow_rate,1.1904359323788982
3.4975067738355565,temperature,84.45968035708778
3.4975067738355565,CoolantValve,CLOSE
3.8315968551304653,pressure,99.48722378636771
3.8315968551304653,pressure,control: 0.555s
3.8315968551304653,DEADLINE_MISS,Pressure control: 0.555s
3.8315968551304653,DEADLINE_MISS,Emergency response: 0.555s
4.276461355696771,flow_rate,0.8284120659706329
4.828800530320078,temperature,81.83289801015276
4.828800530320078,CoolantValve,CLOSE
5.13795182629758,pressure,97.98090187605462
5.13795182629758,pressure,control: 0.761s
5.13795182629758,DEADLINE_MISS,Pressure control: 0.761s
5.13795182629758,DEADLINE_MISS,Emergency response: 0.761s
5.63232664792459,flow_rate,0.822075222064851
6.134400727657407,temperature,84.97007549497206
6.134400727657407,CoolantValve,CLOSE
6.6182696195102375,pressure,95.38998307261622
6.6182696195102375,pressure,control: 0.886s
6.6182696195102375,DEADLINE_MISS,Pressure control: 0.886s
6.6182696195102375,DEADLINE_MISS,Emergency response: 0.886s
6.867144252325333,flow_rate,0.9900727047776562
7.353286086914855,temperature,83.02870641817316
7.353286086914855,CoolantValve,CLOSE
7.651267821172004,pressure,97.43541016665495
7.651267821172004,pressure,control: 0.684s
