Timestamp,Component,Data
0.17932560242643045,temperature,84.28007145840321
0.17932560242643045,CoolantValve,CLOSE
0.4362333983915011,pressure,101.14514361146158
0.4362333983915011,EMERGENCY_SHUTDOWN,Activated
0.4362333983915011,pressure,control: 0.436s
0.4362333983915011,DEADLINE_MISS,Pressure control: 0.436s
0.4362333983915011,DEADLINE_MISS,Emergency response: 0.436s
0.4362333983915011,flow_rate_error,Packet lost
0.7516006005480701,temperature,81.17808658154377
0.7516006005480701,CoolantValve,CLOSE
1.1750352089749279,pressure,99.16302515588002
1.1750352089749279,pressure,control: 0.639s
1.1750352089749279,DEADLINE_MISS,Pressure control: 0.639s
1.1750352089749279,DEADLINE_MISS,Emergency response: 0.639s
1.3631886556556225,flow_rate,0.9258828728701181
1.7683485402856935,temperature,83.66498098921062
1.7683485402856935,CoolantValve,CLOSE
2.061785804672438,pressure,102.39762794026208
2.061785804672438,EMERGENCY_SHUTDOWN,Activated
2.061785804672438,pressure,control: 0.599s
2.061785804672438,DEADLINE_MISS,Pressure control: 0.599s
2.061785804672438,DEADLINE_MISS,Emergency response: 0.599s
2.261484200929897,flow_rate,0.8808760810193756
2.6292155231612075,temperature,83.8946980179516
2.6292155231612075,CoolantValve,CLOSE
2.868129387251977,pressure,98.12247448414979
2.868129387251977,pressure,control: 0.507s
2.868129387251977,DEADLINE_MISS,Pressure control: 0.507s
2.868129387251977,DEADLINE_MISS,Emergency response: 0.507s
3.366662937573659,flow_rate,1.000911384208604
3.6028811029741084,temperature,77.04443116762783
3.6028811029741084,CoolantValve,OPEN
3.8940195060692253,pressure,102.82814637356095
3.8940195060692253,EMERGENCY_SHUTDOWN,Activated
3.8940195060692253,pressure,control: 0.427s
3.8940195060692253,DEADLINE_MISS,Pressure control: 0.427s
3.8940195060692253,DEADLINE_MISS,Emergency response: 0.427s
4.145559340277999,flow_rate,0.8294661991927224
4.567459532277245,temperature,75.17596623180407
4.567459532277245,CoolantValve,OPEN
4.729802608668608,pressure,96.92141856411713
4.729802608668608,pressure,control: 0.484s
4.729802608668608,DEADLINE_MISS,Pressure control: 0.484s
4.729802608668608,DEADLINE_MISS,Emergency response: 0.484s
5.19948668165171,flow_rate,0.9809075566573493
5.72679925228565,temperature,79.30414730628219
5.72679925228565,CoolantValve,OPEN
6.024390856759503,pressure,102.03760334928596
6.024390856759503,EMERGENCY_SHUTDOWN,Activated
6.024390856759503,pressure,control: 0.725s
6.024390856759503,DEADLINE_MISS,Pressure control: 0.725s
6.024390856759503,DEADLINE_MISS,Emergency response: 0.725s
6.513042342171927,flow_rate,1.1393818387485344
6.961428017427233,temperature,83.43274323282652
6.961428017427233,CoolantValve,CLOSE
7.213926798151919,pressure,104.36327751874364
7.213926798151919,EMERGENCY_SHUTDOWN,Activated
7.213926798151919,pressure,control: 0.601s
7.213926798151919,DEADLINE_MISS,Pressure control: 0.601s
7.213926798151919,DEADLINE_MISS,Emergency response: 0.601s
7.499004101213644,flow_rate,0.9771037313756666
7.850370202039223,temperature,79.81664244131758
7.850370202039223,CoolantValve,CLOSE
8.178122619752314,pressure,99.9376050740646
8.178122619752314,pressure,control: 0.579s
8.178122619752314,DEADLINE_MISS,Pressure control: 0.579s
8.178122619752314,DEADLINE_MISS,Emergency response: 0.579s
8.37655719238223,flow_rate,0.9686196399462129
8.662582875958897,temperature,79.79667429351835
8.662582875958897,CoolantValve,CLOSE
9.136775026942907,pressure,95.50163904444837
9.136775026942907,pressure,control: 0.660s
